"Subject","Gender","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Cue","RT_ms","RT_sec","ACC"
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",401,0.401,1
15,"female","Nonmatching","Self","Self","Self","No cue",578,0.578,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",601,0.601,0
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",795,0.795,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",932,0.932,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",684,0.684,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",790,0.79,1
15,"female","Matching","Self","Self","Self","Alter cue",715,0.715,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",830,0.83,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",723,0.723,0
15,"female","Matching","Self","Self","Self","Alter cue",429,0.429,1
15,"female","Matching","Self","Self","Self","Alter cue",497,0.497,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",394,0.394,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",512,0.512,0
15,"female","Matching","Self","Self","Self","No cue",462,0.462,1
15,"female","Matching","Self","Self","Self","No cue",419,0.419,1
15,"female","Nonmatching","Self","Self","Self","No cue",665,0.665,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",550,0.55,0
15,"female","Matching","Self","Self","Self","Alter cue",787,0.787,1
15,"female","Nonmatching","Self","Self","Self","No cue",712,0.712,0
15,"female","Nonmatching","Self","Self","Self","No cue",819,0.819,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",770,0.77,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",609,0.609,1
15,"female","Matching","Self","Self","Self","Alter cue",798,0.798,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",692,0.692,0
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",731,0.731,0
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",626,0.626,1
15,"female","Matching","Self","Self","Self","No cue",695,0.695,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",680,0.68,0
15,"female","Nonmatching","Self","Self","Self","No cue",541,0.541,1
15,"female","Matching","Self","Self","Self","No cue",646,0.646,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",812,0.812,0
15,"female","Matching","Self","Self","Self","No cue",670,0.67,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",689,0.689,1
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",537,0.537,0
15,"female","Matching","Self","Self","Self","Alter cue",598,0.598,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",580,0.58,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",951,0.951,1
15,"female","Matching","Self","Self","Self","No cue",593,0.593,1
15,"female","Nonmatching","Self","Self","Self","No cue",709,0.709,0
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",857,0.857,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",618,0.618,1
15,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",800,0.8,1
15,"female","Matching","Self","Self","Self","No cue",577,0.577,1
15,"female","Nonmatching","Self","Self","Self","No cue",645,0.645,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",706,0.706,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",681,0.681,0
15,"female","Matching","Familiar","Familiar","Celebrity","No cue",543,0.543,0
15,"female","Nonmatching","Self","Self","Self","No cue",843,0.843,1
15,"female","Matching","Self","Self","Self","No cue",699,0.699,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",547,0.547,0
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",674,0.674,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",805,0.805,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",695,0.695,1
15,"female","Matching","Self","Self","Self","Alter cue",543,0.543,1
15,"female","Matching","Self","Self","Self","No cue",486,0.486,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",454,0.454,1
15,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",628,0.628,1
15,"female","Nonmatching","Self","Self","Self","Alter cue",832,0.832,1
15,"female","Nonmatching","Self","Self","Self","No cue",556,0.556,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",446,0.446,0
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",518,0.518,1
16,"female","Nonmatching","Self","Self","Self","No cue",587,0.587,1
16,"female","Matching","Self","Self","Self","No cue",280,0.28,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",548,0.548,1
16,"female","Nonmatching","Self","Self","Self","No cue",610,0.61,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",438,0.438,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",467,0.467,1
16,"female","Matching","Self","Self","Self","Alter cue",345,0.345,1
16,"female","Matching","Self","Self","Self","No cue",565,0.565,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",536,0.536,1
16,"female","Matching","Self","Self","Self","No cue",530,0.53,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",474,0.474,1
16,"female","Matching","Self","Self","Self","No cue",516,0.516,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",837,0.837,0
16,"female","Nonmatching","Self","Self","Self","Alter cue",558,0.558,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",564,0.564,0
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",505,0.505,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",920,0.92,1
16,"female","Nonmatching","Self","Self","Self","No cue",690,0.69,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",872,0.872,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",975,0.975,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",843,0.843,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",796,0.796,1
16,"female","Matching","Self","Self","Self","No cue",404,0.404,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",977,0.977,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",543,0.543,1
16,"female","Matching","Self","Self","Self","Alter cue",298,0.298,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",481,0.481,1
16,"female","Matching","Self","Self","Self","Alter cue",299,0.299,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",710,0.71,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",574,0.574,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",858,0.858,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",496,0.496,0
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",655,0.655,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",517,0.517,1
16,"female","Nonmatching","Self","Self","Self","No cue",638,0.638,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",206,0.206,0
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",874,0.874,1
16,"female","Matching","Self","Self","Self","No cue",232,0.232,1
16,"female","Matching","Self","Self","Self","Alter cue",519,0.519,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",471,0.471,0
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",691,0.691,0
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",749,0.749,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",709,0.709,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",635,0.635,1
16,"female","Matching","Self","Self","Self","No cue",284,0.284,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",751,0.751,1
16,"female","Matching","Self","Self","Self","Alter cue",306,0.306,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",841,0.841,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",577,0.577,0
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",304,0.304,0
16,"female","Matching","Self","Self","Self","Alter cue",501,0.501,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",912,0.912,1
16,"female","Matching","Self","Self","Self","No cue",283,0.283,1
16,"female","Matching","Self","Self","Self","No cue",511,0.511,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",741,0.741,1
16,"female","Nonmatching","Self","Self","Self","No cue",469,0.469,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",500,0.5,1
16,"female","Nonmatching","Self","Self","Self","No cue",557,0.557,1
16,"female","Matching","Self","Self","Self","Alter cue",288,0.288,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",518,0.518,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",892,0.892,1
16,"female","Matching","Self","Self","Self","Alter cue",513,0.513,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",677,0.677,1
16,"female","Nonmatching","Self","Self","Self","No cue",640,0.64,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",663,0.663,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",710,0.71,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",544,0.544,1
16,"female","Matching","Self","Self","Self","Alter cue",436,0.436,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",520,0.52,1
16,"female","Matching","Self","Self","Self","No cue",455,0.455,1
16,"female","Matching","Self","Self","Self","Alter cue",355,0.355,1
16,"female","Nonmatching","Self","Self","Self","No cue",794,0.794,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",859,0.859,1
16,"female","Nonmatching","Self","Self","Self","No cue",670,0.67,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",794,0.794,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",544,0.544,1
16,"female","Matching","Self","Self","Self","Alter cue",355,0.355,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",492,0.492,1
16,"female","Matching","Self","Self","Self","No cue",461,0.461,1
16,"female","Nonmatching","Self","Self","Self","No cue",469,0.469,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",934,0.934,1
16,"female","Matching","Self","Self","Self","No cue",464,0.464,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",489,0.489,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",477,0.477,1
16,"female","Matching","Self","Self","Self","Alter cue",342,0.342,1
16,"female","Matching","Self","Self","Self","Alter cue",561,0.561,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",397,0.397,1
16,"female","Nonmatching","Self","Self","Self","No cue",710,0.71,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",548,0.548,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",747,0.747,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",449,0.449,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",665,0.665,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",495,0.495,1
16,"female","Nonmatching","Self","Self","Self","No cue",842,0.842,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",643,0.643,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",372,0.372,0
16,"female","Matching","Self","Self","Self","No cue",416,0.416,1
16,"female","Nonmatching","Self","Self","Self","No cue",530,0.53,1
16,"female","Nonmatching","Self","Self","Self","No cue",565,0.565,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",539,0.539,0
16,"female","Matching","Self","Self","Self","No cue",404,0.404,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",465,0.465,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",466,0.466,0
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",550,0.55,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",436,0.436,1
16,"female","Matching","Self","Self","Self","No cue",471,0.471,1
16,"female","Nonmatching","Self","Self","Self","No cue",539,0.539,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",691,0.691,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",603,0.603,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",721,0.721,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",838,0.838,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",541,0.541,1
16,"female","Matching","Self","Self","Self","Alter cue",436,0.436,0
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",474,0.474,0
16,"female","Matching","Self","Self","Self","No cue",462,0.462,1
16,"female","Matching","Self","Self","Self","Alter cue",304,0.304,1
16,"female","Nonmatching","Self","Self","Self","No cue",360,0.36,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",523,0.523,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",590,0.59,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",746,0.746,1
16,"female","Matching","Self","Self","Self","No cue",542,0.542,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",632,0.632,1
16,"female","Matching","Self","Self","Self","No cue",361,0.361,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",675,0.675,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",370,0.37,0
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",441,0.441,0
16,"female","Matching","Self","Self","Self","Alter cue",404,0.404,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",461,0.461,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",440,0.44,0
16,"female","Matching","Self","Self","Self","Alter cue",356,0.356,1
16,"female","Matching","Self","Self","Self","No cue",322,0.322,1
16,"female","Matching","Self","Self","Self","Alter cue",367,0.367,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",234,0.234,0
16,"female","Nonmatching","Self","Self","Self","No cue",414,0.414,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",514,0.514,1
16,"female","Nonmatching","Self","Self","Self","No cue",498,0.498,0
16,"female","Nonmatching","Self","Self","Self","No cue",465,0.465,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",578,0.578,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",722,0.722,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",587,0.587,1
16,"female","Nonmatching","Self","Self","Self","Alter cue",611,0.611,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",465,0.465,1
16,"female","Matching","Self","Self","Self","Alter cue",359,0.359,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",630,0.63,1
16,"female","Nonmatching","Self","Self","Self","No cue",414,0.414,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",455,0.455,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",413,0.413,1
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",552,0.552,1
16,"female","Nonmatching","Self","Self","Self","No cue",545,0.545,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",266,0.266,0
16,"female","Nonmatching","Self","Self","Self","Alter cue",613,0.613,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",346,0.346,0
16,"female","Nonmatching","Self","Self","Self","No cue",593,0.593,1
16,"female","Matching","Self","Self","Self","Alter cue",227,0.227,1
16,"female","Matching","Self","Self","Self","Alter cue",449,0.449,0
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",433,0.433,0
16,"female","Nonmatching","Self","Self","Self","No cue",580,0.58,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",676,0.676,1
16,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",345,0.345,0
16,"female","Matching","Familiar","Familiar","Celebrity","No cue",416,0.416,0
16,"female","Matching","Self","Self","Self","Alter cue",365,0.365,1
16,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",610,0.61,1
16,"female","Matching","Self","Self","Self","No cue",293,0.293,1
