"Subject","Age","Handedness","Gender","Response","Symmetry","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",1031.54,1.03154,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",914.8,0.9148,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",819.39,0.81939,1
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",717.51,0.71751,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",890.385,0.890385,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",946.04,0.94604,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",706.74,0.70674,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",758.755,0.758755,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",832.445,0.832445,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",845.24,0.84524,1
5,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",775.43,0.77543,0
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",648.035,0.648035,0
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1211.515,1.211515,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",963,0.963,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",895.73,0.89573,1
5,21,"right","f","missed","Symmetry","Matching","self-related","Self","Self",NA,NA,NA
5,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",937.1,0.9371,0
5,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",1094.165,1.094165,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1021.86,1.02186,1
5,21,"right","f","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",707.01,0.70701,1
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",717.54,0.71754,0
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1297.35,1.29735,1
5,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",600.7,0.6007,0
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",668.115,0.668115,0
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",1083.745,1.083745,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",742.42,0.74242,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",617.06,0.61706,1
5,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",837.305,0.837305,0
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",978.905,0.978905,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",807.115,0.807115,1
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",940.755,0.940755,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",661.825,0.661825,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1284.43,1.28443,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",829.845,0.829845,1
5,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",765.25,0.76525,1
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",875.265,0.875265,0
5,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",850.36,0.85036,0
5,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",958.545,0.958545,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",894.205,0.894205,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",975.16,0.97516,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",756.39,0.75639,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",566.635,0.566635,1
5,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",543.1,0.5431,1
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",841.3,0.8413,1
5,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",627.97,0.62797,0
5,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",829.11,0.82911,1
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",927.175,0.927175,0
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",1111.345,1.111345,1
6,23,"right","m","missed","Symmetry","Matching","self-related","Self","Self",NA,NA,NA
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",963.86,0.96386,0
6,23,"right","m","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1516.69,1.51669,1
6,23,"right","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1224.695,1.224695,0
6,23,"right","m","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
6,23,"right","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",881.685,0.881685,0
6,23,"right","m","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
6,23,"right","m","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",452.96,0.45296,0
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",1347.285,1.347285,1
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1345.855,1.345855,1
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",1235.625,1.235625,1
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1159.885,1.159885,1
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1256.23,1.25623,1
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",1328.32,1.32832,0
6,23,"right","m","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
6,23,"right","m","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",651.875,0.651875,0
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",719.09,0.71909,0
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",1307.24,1.30724,0
6,23,"right","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1415.325,1.415325,0
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",1315.575,1.315575,0
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",594.195,0.594195,0
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",900.71,0.90071,0
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",916.82,0.91682,1
6,23,"right","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",998.555,0.998555,0
6,23,"right","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",927.1,0.9271,1
6,23,"right","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1086.015,1.086015,1
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1325.195,1.325195,1
6,23,"right","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1149.31,1.14931,0
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",807.415,0.807415,0
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",674.455,0.674455,1
6,23,"right","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",783.005,0.783005,1
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",1034.82,1.03482,1
6,23,"right","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",632,0.632,1
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1105.525,1.105525,1
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",1257.97,1.25797,0
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",1336.465,1.336465,0
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1257.285,1.257285,0
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",1212.845,1.212845,0
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",909.91,0.90991,0
6,23,"right","m","l","Symmetry","Matching","self-related","Self","Self",1290.875,1.290875,1
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1505.49,1.50549,0
6,23,"right","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",946.73,0.94673,0
6,23,"right","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",723.845,0.723845,1
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",633.215,0.633215,0
6,23,"right","m","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
6,23,"right","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",963.365,0.963365,0
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",1496.33,1.49633,0
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",1214.735,1.214735,0
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",667.46,0.66746,0
6,23,"right","m","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
6,23,"right","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",716.475,0.716475,0
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",751.17,0.75117,0
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",834.215,0.834215,1
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",1263.93,1.26393,1
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1268.61,1.26861,1
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1147.015,1.147015,0
6,23,"right","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1316.315,1.316315,0
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1013.085,1.013085,0
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1013.79,1.01379,1
6,23,"right","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",781.565,0.781565,0
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",1062.475,1.062475,0
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",903.19,0.90319,0
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",643.55,0.64355,0
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",441.555,0.441555,0
6,23,"right","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1073.495,1.073495,1
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",1009.52,1.00952,0
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1433.25,1.43325,0
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",725.69,0.72569,1
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",740.595,0.740595,1
6,23,"right","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",907.26,0.90726,1
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",944.825,0.944825,0
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",929.21,0.92921,0
6,23,"right","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1458.15,1.45815,1
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",1003.795,1.003795,0
6,23,"right","m","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",779.245,0.779245,0
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",790.49,0.79049,0
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",793.385,0.793385,1
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",950.675,0.950675,0
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",759.555,0.759555,0
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",1197.805,1.197805,0
6,23,"right","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1495.9,1.4959,0
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",713.705,0.713705,0
6,23,"right","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",700.72,0.70072,1
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",801.635,0.801635,1
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",710.34,0.71034,1
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",436.245,0.436245,0
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",368.87,0.36887,1
6,23,"right","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",626.91,0.62691,0
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",800.145,0.800145,1
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",1046.405,1.046405,0
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1190.575,1.190575,1
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",601.825,0.601825,1
6,23,"right","m","l","Symmetry","Matching","self-related","Self","Self",343.325,0.343325,1
6,23,"right","m","l","Symmetry","Matching","self-related","Self","Self",336.75,0.33675,1
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",202.95,0.20295,1
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",244.585,0.244585,0
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",457.715,0.457715,1
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",273.525,0.273525,0
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",225.65,0.22565,1
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",257.585,0.257585,1
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",268.4,0.2684,0
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",280.72,0.28072,1
6,23,"right","m","l","Symmetry","Matching","self-related","Self","Self",328.42,0.32842,1
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",300.835,0.300835,1
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",585.535,0.585535,1
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",511.475,0.511475,0
6,23,"right","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",706.93,0.70693,0
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",425.5,0.4255,1
6,23,"right","m","a","Symmetry","Matching","self-related","Self","Self",666.055,0.666055,0
6,23,"right","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1045.54,1.04554,1
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",384.4,0.3844,1
6,23,"right","m","l","Symmetry","Nonmatching","self-related","Self","Self",458,0.458,0
6,23,"right","m","a","Symmetry","Nonmatching","self-related","Self","Self",967.69,0.96769,1
