"Subject","Gender","Shape","Label1","Label2","Label3","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Response","RT_ms","RT_sec","ACC"
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",639,0.639,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",632,0.632,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Matching","m",682,0.682,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",955,0.955,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",855,0.855,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",705,0.705,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",575,0.575,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Matching","m",588,0.588,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",920,0.92,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",958,0.958,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",627,0.627,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",550,0.55,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Nonmatching","z",676,0.676,1
3012,2,"Zoli","none","Zoli","You","Friend","Friend","Close","Matching","m",685,0.685,1
3012,2,"none","none","Zoli","You","None","None","NonPerson","Nonmatching","z",829,0.829,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",654,0.654,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",638,0.638,1
3012,2,"You","none","Zoli","You","Self","Self","Self","Nonmatching","z",738,0.738,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",1065,1.065,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",723,0.723,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",481,0.481,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",914,0.914,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",808,0.808,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",1370,1.37,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",1127,1.127,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",755,0.755,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",663,0.663,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",808,0.808,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",477,0.477,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",550,0.55,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",659,0.659,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","z",550,0.55,0
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",739,0.739,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",688,0.688,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",496,0.496,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",929,0.929,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",600,0.6,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","m",578,0.578,0
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","m",663,0.663,0
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",458,0.458,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",602,0.602,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",686,0.686,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",1126,1.126,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",907,0.907,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",899,0.899,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",985,0.985,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",741,0.741,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",650,0.65,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",524,0.524,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",450,0.45,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",678,0.678,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",814,0.814,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",864,0.864,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",840,0.84,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",682,0.682,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","z",755,0.755,0
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",801,0.801,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",738,0.738,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",768,0.768,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",677,0.677,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",951,0.951,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",786,0.786,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",989,0.989,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",665,0.665,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",723,0.723,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",657,0.657,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","m",618,0.618,0
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",629,0.629,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",816,0.816,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",633,0.633,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",788,0.788,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",848,0.848,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",608,0.608,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",908,0.908,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",923,0.923,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",673,0.673,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",626,0.626,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",660,0.66,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",790,0.79,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",633,0.633,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",691,0.691,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",596,0.596,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",584,0.584,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",564,0.564,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",538,0.538,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",448,0.448,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",498,0.498,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",722,0.722,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",752,0.752,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",580,0.58,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",547,0.547,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","z",888,0.888,0
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",569,0.569,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","m",646,0.646,0
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","m",1160,1.16,0
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",730,0.73,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",792,0.792,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",1198,1.198,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",576,0.576,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","m",645,0.645,0
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",669,0.669,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",599,0.599,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",492,0.492,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",660,0.66,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",1044,1.044,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",836,0.836,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","m",583,0.583,0
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",724,0.724,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",842,0.842,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",772,0.772,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",777,0.777,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",1460,1.46,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",835,0.835,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",644,0.644,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",752,0.752,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",693,0.693,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",685,0.685,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","z",1300,1.3,0
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",1242,1.242,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",706,0.706,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",578,0.578,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",861,0.861,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","m",639,0.639,0
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",682,0.682,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",697,0.697,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",730,0.73,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",848,0.848,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",1025,1.025,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",1291,1.291,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",976,0.976,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",861,0.861,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",645,0.645,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",1128,1.128,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","z",1381,1.381,0
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",1145,1.145,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",804,0.804,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",656,0.656,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",528,0.528,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",627,0.627,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",766,0.766,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","m",761,0.761,0
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",1121,1.121,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",621,0.621,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",1024,1.024,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",745,0.745,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",608,0.608,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",804,0.804,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","m",510,0.51,0
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",751,0.751,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","m",497,0.497,0
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",475,0.475,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",499,0.499,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",364,0.364,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",465,0.465,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","m",491,0.491,0
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",316,0.316,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",307,0.307,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",796,0.796,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",663,0.663,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",594,0.594,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","z",1013,1.013,0
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",615,0.615,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",707,0.707,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","z",706,0.706,0
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",569,0.569,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","m",644,0.644,0
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",961,0.961,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","z",1261,1.261,0
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",845,0.845,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",838,0.838,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",1343,1.343,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",732,0.732,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",817,0.817,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",629,0.629,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","z",886,0.886,0
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",686,0.686,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",679,0.679,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",1078,1.078,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",742,0.742,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",756,0.756,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",601,0.601,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",805,0.805,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","z",776,0.776,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",573,0.573,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",576,0.576,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",636,0.636,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Matching","z",400,0.4,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",596,0.596,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",601,0.601,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Matching","m",692,0.692,0
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",779,0.779,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",856,0.856,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Matching","z",592,0.592,1
3013,1,"none","You","Balazs","none","None","None","NonPerson","Nonmatching","m",582,0.582,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",745,0.745,1
3013,1,"You","You","Balazs","none","Self","Self","Self","Nonmatching","m",718,0.718,1
3013,1,"Balazs","You","Balazs","none","Friend","Friend","Close","Nonmatching","m",846,0.846,1
